"city","interval","window_m","TH_CORE","TH_WATER","TH_URBAN","BUFFER_M","TH_RURAL","K_RURAL_MAX","ELEV_TOL_M","TH_SETTLE","OTHER_SETT_BUF_M","n_urban_px","n_rural_px","n_points","lst_urban_median","lst_rural_median","suhi_delta_median_C","spearman_rho","pearson_r","entropy_iqr","entropy_sd","entropy_range","suhi_iqr","suhi_sd","suhi_range","k_xy_used","k_xy_mode","k_xy_auto","gam1_aic","gam1_aicc","gam1_dev_expl","gam1_r2_adj","gam1_edf_entropy","gam1_p_smooth_entropy","gam2_aic","gam2_aicc","gam2_dev_expl","gam2_r2_adj","gam2_edf_entropy","gam2_edf_xy","gam2_p_smooth_entropy","gam2_p_smooth_xy","analysis_role"
"BUCURESTI","2021-2025",90,0.6,0.5,0.4,500,0.1,2,1000,0.6,500,291210,1468887,2912,41.6056156158447,40.6737594604492,0.931856155395508,-0.479309740896946,-0.391526130889445,0.0896449089050293,0.0780636419618065,0.384584248065948,2.8230708912015,2.21939664446414,19.1374936103821,300,"manual",250,12317.8106321875,12317.8553130453,0.187131293350621,0.185701996877468,5.10953240385607,0,10846.1833354407,10880.4180909646,0.57453424739334,0.54124246961115,4.74342357118961,206.506220749218,0,0,"MAIN_REFERENCE"
"BUCURESTI","2021-2025",150,0.6,0.5,0.4,500,0.1,2,1000,0.6,500,291210,1468887,2912,41.6056156158447,40.6737594604492,0.931856155395508,-0.508730846263742,-0.415441770185029,0.100455790758133,0.0818256507660297,0.406759202480316,2.8230708912015,2.21939664446414,19.1374936103821,300,"manual",250,12218.0108656285,12218.0642045128,0.21491878901577,0.213360608684675,5.76612739445007,0,10763.2735275726,10798.1521609908,0.58702588693406,0.554449336254154,5.7342117057244,207.10429745942,0,0,"MAIN_REFERENCE"
"BUCURESTI","2021-2025",300,0.6,0.5,0.4,500,0.1,2,1000,0.6,500,291210,1468887,2912,41.6056156158447,40.6737594604492,0.931856155395508,-0.51493014668863,-0.431654890990916,0.128385081887245,0.0909458286947519,0.409751862287521,2.8230708912015,2.21939664446414,19.1374936103821,300,"manual",250,12175.6385047977,12175.6869334112,0.226040002034366,0.224527844449355,5.67640075592671,0,10815.9768131141,10849.263647265,0.578090503585635,0.545557873031723,5.39475177354387,202.998092820832,0,0,"MAIN_REFERENCE"
"BUCURESTI","2021-2025",600,0.6,0.5,0.4,500,0.1,2,1000,0.6,500,291210,1468887,2912,41.6056156158447,40.6737594604492,0.931856155395508,-0.474342837790078,-0.403673868730151,0.156088724732399,0.0989687272553748,0.413583636283875,2.8230708912015,2.21939664446414,19.1374936103821,300,"manual",250,12303.3688423865,12303.4119278822,0.191072320356783,0.189666108622258,5.05159959710207,0,11037.1966376357,11068.3284564307,0.542683661115504,0.508704435089952,4.20549163928864,197.126525226143,0,0,"MAIN_REFERENCE"
