"city","interval","scenario_id","TH_URBAN","TH_RURAL","BUFFER_M","K_RURAL_MAX","RURAL_MAX_M","ELEV_TOL_M","n_urban_px","n_rural_px","lst_urban_median","lst_rural_median","suhi_delta_median_C","window","n_points","spearman_rho","pearson_r","entropy_iqr","entropy_sd","entropy_range","suhi_iqr","suhi_sd","suhi_range","aic_null","aic_lin","aic_quad","aic_ns3","aicc_null","aicc_lin","aicc_quad","aicc_ns3","best_model","best_aicc","delta_aicc_vs_null","best_r2"
"BUCURESTI","2021-2025","U0.20_R0.10_buf500_k1.5_tol1000",0.2,0.1,500,1.5,12641.0922338516,1000,321242,888032,41.449649810791,40.7318649291992,0.717784881591797,"H_90",3210,-0.503949784709827,-0.416174163277925,0.120155051350594,0.104086804976246,0.444010376930237,2.88660556672547,2.334033260443,19.7561556,14554.1630017296,13945.6416065608,13821.1369567041,13798.1598757215,14554.1642486124,13945.6453483756,13821.1444426679,13798.1723562207,"ns3",13798.1723562207,-755.991892391701,0.211311745884566
"BUCURESTI","2021-2025","U0.20_R0.10_buf500_k1.5_tol1000",0.2,0.1,500,1.5,12641.0922338516,1000,321242,888032,41.449649810791,40.7318649291992,0.717784881591797,"H_150",3210,-0.527893189980652,-0.438097088617388,0.137633129954338,0.104201202973362,0.446439146995544,2.88660556672547,2.334033260443,19.7561556,14554.1630017296,13872.0945838977,13738.8919888216,13707.4442585671,14554.1642486124,13872.0983257125,13738.8994747855,13707.4567390663,"ns3",13707.4567390663,-846.707509546106,0.233288330628051
"BUCURESTI","2021-2025","U0.20_R0.10_buf500_k1.5_tol1000",0.2,0.1,500,1.5,12641.0922338516,1000,321242,888032,41.449649810791,40.7318649291992,0.717784881591797,"H_300",3210,-0.530364621974801,-0.452314955717319,0.160741463303566,0.10610695273067,0.43941131234169,2.88660556672547,2.334033260443,19.7561556,14554.1630017296,13821.4065546359,13710.8299572959,13689.839248856,14554.1642486124,13821.4102964507,13710.8374432597,13689.8517293552,"ns3",13689.8517293552,-864.312519257197,0.237481794695342
"BUCURESTI","2021-2025","U0.20_R0.10_buf500_k1.5_tol1000",0.2,0.1,500,1.5,12641.0922338516,1000,321242,888032,41.449649810791,40.7318649291992,0.717784881591797,"H_600",3210,-0.487959619403201,-0.422084741184256,0.179917559027672,0.108107038483009,0.449672400951385,2.88660556672547,2.334033260443,19.7561556,14554.1630017296,13926.3478101011,13834.5635953534,13832.8298388531,14554.1642486124,13926.3515519159,13834.5710813172,13832.8423193523,"ns3",13832.8423193523,-721.321929260104,0.202747262832717
"BUCURESTI","2021-2025","U0.30_R0.10_buf500_k1.5_tol1000",0.3,0.1,500,1.5,12641.0922338516,1000,306311,888032,41.5419387817383,40.7318649291992,0.810073852539062,"H_90",3076,-0.490911201990549,-0.398904635296327,0.102899461984634,0.0923645815007104,0.404188871383667,2.86692400378107,2.27268700915587,19.13749398,13782.8730604031,13251.7648768556,13125.8527204681,13109.2854882652,13782.8743616393,13251.7687818344,13125.8605329681,13109.2985133385,"ns3",13109.2985133385,-673.575848300838,0.1982289940417
"BUCURESTI","2021-2025","U0.30_R0.10_buf500_k1.5_tol1000",0.3,0.1,500,1.5,12641.0922338516,1000,306311,888032,41.5419387817383,40.7318649291992,0.810073852539062,"H_150",3076,-0.517251647409684,-0.42248168808245,0.118221491575241,0.0937376076520697,0.406759202480316,2.86692400378107,2.27268700915587,19.13749398,13782.8730604031,13180.0941969454,13041.8240144701,13016.6642880278,13782.8743616393,13180.0981019243,13041.8318269701,13016.677313101,"ns3",13016.677313101,-766.197048538272,0.222011210251501
"BUCURESTI","2021-2025","U0.30_R0.10_buf500_k1.5_tol1000",0.3,0.1,500,1.5,12641.0922338516,1000,306311,888032,41.5419387817383,40.7318649291992,0.810073852539062,"H_300",3076,-0.52230769719442,-0.439960608050901,0.145888268947601,0.0985292718594325,0.411266416311264,2.86692400378107,2.27268700915587,19.13749398,13782.8730604031,13123.1258064096,13010.3369686137,12990.2307141207,13782.8743616393,13123.1297113884,13010.3447811137,12990.2437391939,"ns3",12990.2437391939,-792.63062244538,0.228668204427076
"BUCURESTI","2021-2025","U0.30_R0.10_buf500_k1.5_tol1000",0.3,0.1,500,1.5,12641.0922338516,1000,306311,888032,41.5419387817383,40.7318649291992,0.810073852539062,"H_600",3076,-0.482287689506921,-0.412633518910378,0.167406633496284,0.103641194122548,0.426617980003357,2.86692400378107,2.27268700915587,19.13749398,13782.8730604031,13210.7357570056,13118.9324842914,13118.7680293782,13782.8743616393,13210.7396619845,13118.9402967914,13118.7810544515,"ns3",13118.7810544515,-664.093307187835,0.195753520248493
"BUCURESTI","2021-2025","U0.40_R0.10_buf500_k1.5_tol1000",0.4,0.1,500,1.5,12641.0922338516,1000,291210,888032,41.6056156158447,40.7318649291992,0.873750686645508,"H_90",2912,-0.479313208123171,-0.391526130579689,0.0896449089050293,0.0780636419618065,0.384584248065948,2.82307089374999,2.21939664890736,19.13749398,12909.9966939503,12427.4392254477,12333.1141378936,12312.9754834207,12909.9980685207,12427.4433505766,12333.1223909886,12312.9892433106,"ns3",12312.9892433106,-597.008825210114,0.187046575619203
"BUCURESTI","2021-2025","U0.40_R0.10_buf500_k1.5_tol1000",0.4,0.1,500,1.5,12641.0922338516,1000,291210,888032,41.6056156158447,40.7318649291992,0.873750686645508,"H_150",2912,-0.508734108632924,-0.41544176991976,0.100455790758133,0.0818256507660297,0.406759202480316,2.82307089374999,2.21939664890736,19.13749398,12909.9966939503,12360.2973507728,12245.68806749,12216.9605778698,12909.9980685207,12360.3014759017,12245.6963205849,12216.9743377597,"ns3",12216.9743377597,-693.023730761035,0.213414309938486
"BUCURESTI","2021-2025","U0.40_R0.10_buf500_k1.5_tol1000",0.4,0.1,500,1.5,12641.0922338516,1000,291210,888032,41.6056156158447,40.7318649291992,0.873750686645508,"H_300",2912,-0.514934234750139,-0.431654890603198,0.128385081887245,0.0909458286947519,0.409751862287521,2.82307089374999,2.21939664890736,19.13749398,12909.9966939503,12311.5556411331,12212.2654900701,12185.1947679254,12909.9980685207,12311.559766262,12212.273743165,12185.2085278154,"ns3",12185.2085278154,-724.789540705364,0.221948218539317
"BUCURESTI","2021-2025","U0.40_R0.10_buf500_k1.5_tol1000",0.4,0.1,500,1.5,12641.0922338516,1000,291210,888032,41.6056156158447,40.7318649291992,0.873750686645508,"H_600",2912,-0.474344417686425,-0.403673868189161,0.156088724732399,0.0989687272553748,0.413583636283875,2.82307089374999,2.21939664890736,19.13749398,12909.9966939503,12394.0259474333,12313.3273603818,12308.9564649451,12909.9980685207,12394.0300725622,12313.3356134767,12308.970224835,"ns3",12308.970224835,-601.02784368571,0.188167805424306
"BUCURESTI","2021-2025","U0.20_R0.20_buf500_k1.5_tol1000",0.2,0.2,500,1.5,12641.0922338516,1000,321242,891608,41.449649810791,40.7284469604492,0.721202850341797,"H_90",3210,-0.503949784709827,-0.416174163277925,0.120155051350594,0.104086804976246,0.444010376930237,2.88660556672547,2.334033260443,19.7561556,14554.1630017296,13945.6416065608,13821.1369567041,13798.1598757215,14554.1642486124,13945.6453483756,13821.1444426679,13798.1723562207,"ns3",13798.1723562207,-755.991892391701,0.211311745884566
"BUCURESTI","2021-2025","U0.20_R0.20_buf500_k1.5_tol1000",0.2,0.2,500,1.5,12641.0922338516,1000,321242,891608,41.449649810791,40.7284469604492,0.721202850341797,"H_150",3210,-0.527893189980652,-0.438097088617388,0.137633129954338,0.104201202973362,0.446439146995544,2.88660556672547,2.334033260443,19.7561556,14554.1630017296,13872.0945838977,13738.8919888216,13707.4442585671,14554.1642486124,13872.0983257125,13738.8994747855,13707.4567390663,"ns3",13707.4567390663,-846.707509546106,0.233288330628051
"BUCURESTI","2021-2025","U0.20_R0.20_buf500_k1.5_tol1000",0.2,0.2,500,1.5,12641.0922338516,1000,321242,891608,41.449649810791,40.7284469604492,0.721202850341797,"H_300",3210,-0.530364621974801,-0.452314955717319,0.160741463303566,0.10610695273067,0.43941131234169,2.88660556672547,2.334033260443,19.7561556,14554.1630017296,13821.4065546359,13710.8299572959,13689.839248856,14554.1642486124,13821.4102964507,13710.8374432597,13689.8517293552,"ns3",13689.8517293552,-864.312519257197,0.237481794695342
"BUCURESTI","2021-2025","U0.20_R0.20_buf500_k1.5_tol1000",0.2,0.2,500,1.5,12641.0922338516,1000,321242,891608,41.449649810791,40.7284469604492,0.721202850341797,"H_600",3210,-0.487959619403201,-0.422084741184256,0.179917559027672,0.108107038483009,0.449672400951385,2.88660556672547,2.334033260443,19.7561556,14554.1630017296,13926.3478101011,13834.5635953534,13832.8298388531,14554.1642486124,13926.3515519159,13834.5710813172,13832.8423193523,"ns3",13832.8423193523,-721.321929260104,0.202747262832717
"BUCURESTI","2021-2025","U0.30_R0.20_buf500_k1.5_tol1000",0.3,0.2,500,1.5,12641.0922338516,1000,306311,891608,41.5419387817383,40.7284469604492,0.813491821289062,"H_90",3076,-0.490911201990549,-0.398904635296327,0.102899461984634,0.0923645815007104,0.404188871383667,2.86692400378107,2.27268700915587,19.13749398,13782.8730604031,13251.7648768556,13125.8527204681,13109.2854882652,13782.8743616393,13251.7687818344,13125.8605329681,13109.2985133385,"ns3",13109.2985133385,-673.575848300838,0.1982289940417
"BUCURESTI","2021-2025","U0.30_R0.20_buf500_k1.5_tol1000",0.3,0.2,500,1.5,12641.0922338516,1000,306311,891608,41.5419387817383,40.7284469604492,0.813491821289062,"H_150",3076,-0.517251647409684,-0.42248168808245,0.118221491575241,0.0937376076520697,0.406759202480316,2.86692400378107,2.27268700915587,19.13749398,13782.8730604031,13180.0941969454,13041.8240144701,13016.6642880278,13782.8743616393,13180.0981019243,13041.8318269701,13016.677313101,"ns3",13016.677313101,-766.197048538272,0.222011210251501
"BUCURESTI","2021-2025","U0.30_R0.20_buf500_k1.5_tol1000",0.3,0.2,500,1.5,12641.0922338516,1000,306311,891608,41.5419387817383,40.7284469604492,0.813491821289062,"H_300",3076,-0.52230769719442,-0.439960608050901,0.145888268947601,0.0985292718594325,0.411266416311264,2.86692400378107,2.27268700915587,19.13749398,13782.8730604031,13123.1258064096,13010.3369686137,12990.2307141207,13782.8743616393,13123.1297113884,13010.3447811137,12990.2437391939,"ns3",12990.2437391939,-792.63062244538,0.228668204427076
